source_model,member_id,scenario,scenario_label,unit_type,unit_id,unit_name,objectid,iso3,country_standard,region_wb,income_grp,income_group3,region_code,region_name,pm25_base_ugm3,pm25_future_ugm3,delta_pm25_ugm3,pm25_obs_2020_ugm3,pm25_proj2050_ugm3,pm25_change_factor,pm25_model_hist_1995_2014_ugm3,pm25_model_present_ugm3,pm25_model_future_ugm3,delta_pm25_hist_future_ugm3,delta_pm25_present_future_ugm3,delta_x,delta_x_naive_hist,delta_pi_pp,delta_pi_prop,delta_pi_pp_ci_low,delta_pi_pp_ci_high,pi_change_pp,pi_reduction_pp,pi_change_pp_ci_low,pi_change_pp_ci_high,PI2020_pct,PI2050_pct,PI2020_prop,PI2050_prop,PI2050_pct_ci_low,PI2050_pct_ci_high,PI2050_prop_ci_low,PI2050_prop_ci_high,PI2050_pct_naive_linear,PI2050_prop_naive_linear,PI0_2020_pct,PI0_2020_prop,PI1_2020_pct,PI1_2020_prop,PI2_2020_pct,PI2_2020_prop,delta_pi_pp_PI0,delta_pi_pp_ci_low_PI0,delta_pi_pp_ci_high_PI0,delta_pi_pp_PI1,delta_pi_pp_ci_low_PI1,delta_pi_pp_ci_high_PI1,delta_pi_pp_PI2,delta_pi_pp_ci_low_PI2,delta_pi_pp_ci_high_PI2,pproj_bounded_PI0,pproj_bounded_beta_low_PI0,pproj_bounded_beta_high_PI0,pproj_bounded_ci_low_PI0,pproj_bounded_ci_high_PI0,pproj_bounded_PI1,pproj_bounded_beta_low_PI1,pproj_bounded_beta_high_PI1,pproj_bounded_ci_low_PI1,pproj_bounded_ci_high_PI1,pproj_bounded_PI2,pproj_bounded_beta_low_PI2,pproj_bounded_beta_high_PI2,pproj_bounded_ci_low_PI2,pproj_bounded_ci_high_PI2,PI2050_pct_PI0,PI2050_pct_PI1,PI2050_pct_PI2,pi_reduction_pp_PI0,pi_reduction_pp_ci_low_PI0,pi_reduction_pp_ci_high_PI0,pi_reduction_pp_PI1,pi_reduction_pp_ci_low_PI1,pi_reduction_pp_ci_high_PI1,pi_reduction_pp_PI2,pi_reduction_pp_ci_low_PI2,pi_reduction_pp_ci_high_PI2,pproj_lin_PI0,pproj_lin_clamped_PI0,pproj_lin_PI1,pproj_lin_clamped_PI1,pproj_lin_PI2,pproj_lin_clamped_PI2,inadmissible_naive_linear_PI0,inadmissible_naive_linear_PI1,inadmissible_naive_linear_PI2,pi0_prop,pi_proj_prop,pi_proj_prop_naive_linear,paf_2020,paf_2050,delta_paf,paf0_formula,paf_proj,paf_2050_naive_linear,delta_paf_naive_linear,deathtotal_2022,deathtotal_2050,employment,gdp_ppp,pop_est,gdp_total,delta_deaths_2050,avoidable_deaths_2050,avoidable_deaths_2050_ci_low,avoidable_deaths_2050_ci_high,delta_deaths_2050_naive_linear,avoidable_deaths_2050_naive_linear,net_deaths_benefit,avoidable_deaths,deaths_per_100k,delta_costs_2050,saved_costs_2050,saved_costs_2050_ci_low,saved_costs_2050_ci_high,delta_costs_2050_naive_linear,saved_costs_2050_naive_linear,net_saved_costs,saved_costs,costs_per_capita,costs_share_gdp,costs_share_gdp_naive_linear,prevalence_below_zero,prevalence_above_one,inadmissible_naive_linear,prevalence_below_zero_PI0,prevalence_below_zero_PI1,prevalence_below_zero_PI2,prevalence_above_one_PI0,prevalence_above_one_PI1,prevalence_above_one_PI2,invalid_pm,invalid_pm_naive_hist,valid_for_burden,baseline_window,present_window,future_window,country_weight_basis,pi_change_display,dpi_pp,dpi_pp_ci_low,dpi_pp_ci_high
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,SDN,Sudan,84,SDN,Sudan,Sub-Saharan Africa,4. Lower middle income,Middle income,EAF,Eastern Africa,30.600000381469727,28.10445057211604,-2.4955498093536868,30.600000381469727,28.10445057211604,0.9184460856783224,24.40943712802299,26.204442421291503,24.06736756921816,-0.3420695588048308,-2.1370748520733427,-0.8925811959605464,-0.14807384597805728,-2.196956511839883,-0.02196956511839883,-3.2113733986996436,-1.1825396249801226,2.101573203734708,2.101573203734708,1.1548082613335175,3.0083905138653693,19.170000076293945,17.068426872559236,0.19170000076293944,0.17068426872559236,16.161609562428573,18.015191814960428,0.16161609562428575,0.18015191814960427,16.97304356445406,0.1697304356445406,19.170000076293945,0.19170000076293944,17.079999923706055,0.17079999923706057,21.15999984741211,0.2115999984741211,-2.196956511839883,-3.2113733986996436,-1.1825396249801226,-1.5503921154347662,-2.419495426868732,-0.6812888040008005,-2.803644843315462,-4.009699234277182,-1.597590452353742,0.17068426872559236,0.18015191814960427,0.16161609562428575,0.16161609562428575,0.18015191814960427,0.1558497731786254,0.16409459065388263,0.14794589226244437,0.14794589226244437,0.16409459065388263,0.18491947129225372,0.19606501575486052,0.17427016591680286,0.17427016591680286,0.19606501575486052,17.068426872559236,15.584977317862538,18.491947129225373,2.101573203734708,1.1548082613335175,3.0083905138653693,1.4950226058435157,0.6705408583177919,2.285410697461618,2.668052718186736,1.553498271926057,3.7329832557318223,0.1697304356445406,0.1697304356445406,0.1552960780827129,0.1552960780827129,0.18356355004096647,0.18356355004096647,FALSE,FALSE,FALSE,0.19170000076293944,0.17068426872559236,0.1697304356445406,0.05094165588163794,0.04561173754411979,-0.00532991833751815,0.05094165588163794,0.04561173754411979,0.04536840998301456,-0.00557324589862338,217232.9997558594,445246.9987792969,0.453986,15276.647,37345935,259008395020.17273,-2373.130143518698,2373.130143518698,1300.7370958003175,3405.3749478272907,-2481.471009821089,2481.471009821089,2373.130143518698,2373.130143518698,6.354453686910497,-4114642.126691768,4114642.126691768,2255277.76668626,5904395.616809775,-4302488.5007086275,4302488.5007086275,4114642.126691768,4114642.126691768,0.11017643892680068,0.00158861342172762,0.00166113862848867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,2.101573203734708,2.101573203734708,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,ETH,Ethiopia,13,ETH,Ethiopia,Sub-Saharan Africa,5. Low income,Low income,EAF,Eastern Africa,24.899999618530273,24.136692729177017,-0.7633068893532595,24.899999618530273,24.136692729177017,0.9693451043756156,14.401370451213982,16.81821392378678,16.302653331364525,1.9012828801505437,-0.5155605924222524,-0.3266658996273452,1.3010625266730242,-0.8040397653795655,-0.00804039765379565,-1.175294959240788,-0.432784571518343,0.7745978846932372,0.7745978846932372,0.42418123815694125,1.1129272664482894,9.630000114440918,8.85540222974768,0.09630000114440918,0.0885540222974768,8.517072847992628,9.205818876283976,0.08517072847992628,0.09205818876283976,8.82596034906135,0.08825960349061351,9.630000114440918,0.09630000114440918,6.679999828338623,0.06679999828338623,12.43000030517578,0.1243000030517578,-0.8040397653795655,-1.175294959240788,-0.432784571518343,-0.5674108276711076,-0.8854843165408309,-0.2493373388013843,-1.0260749040221715,-1.467465384133109,-0.5846844239112342,0.0885540222974768,0.09205818876283976,0.08517072847992628,0.08517072847992628,0.09205818876283976,0.0613447599416145,0.06434941300508454,0.05847163498942973,0.05847163498942973,0.06434941300508454,0.11439729551658268,0.11857016850703156,0.11035289345518662,0.11035289345518662,0.11857016850703156,8.85540222974768,6.13447599416145,11.439729551658267,0.7745978846932372,0.42418123815694125,1.1129272664482894,0.545523834177173,0.24505852783016924,0.8328363293956497,0.9902707535175136,0.572983454472624,1.3947109596571194,0.08825960349061351,0.08825960349061351,0.06112589000667515,0.06112589000667515,0.1140392540115361,0.1140392540115361,FALSE,FALSE,FALSE,0.09630000114440918,0.0885540222974768,0.08825960349061351,0.02625603264770842,0.0241952031272707,-0.00206082952043772,0.02625603264770842,0.0241952031272707,0.02411670045974955,-0.00213933218795886,526051.00048828125,1063234.999755859,0.7855200000000001,6699.6118,105350020,554423344344.2589,-2191.1460746594707,2191.1460746594707,1198.7562198409196,3151.1092119765563,-2274.612858342148,2274.612858342148,2191.1460746594707,2191.1460746594707,2.079872480953939,-2882824.6417501844,2882824.6417501844,1577167.314390838,4145819.1173054464,-2992639.365446983,2992639.365446983,2882824.6417501844,2882824.6417501844,0.0273642533883732,5.199681202384847e-4,5.39775136811115e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,0.7745978846932372,0.7745978846932372,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,AGO,Angola,99,AGO,Angola,Sub-Saharan Africa,3. Upper middle income,Middle income,SAF,Southern Africa (ex RSA),18.100000381469727,17.41643863577946,-0.6835617456902661,18.100000381469727,17.41643863577946,0.9622341584926112,10.621808741212556,11.89336958947421,11.444206478569328,0.8223977373567722,-0.44916311090488265,-0.40391750406840166,0.7824379491109728,-0.9941831564737686,-0.00994183156473768,-1.4532346566392995,-0.5351316563082377,0.9720612814882624,0.9720612814882624,0.5287070671729788,1.4060855935917078,17.510000228881836,16.537938947393574,0.17510000228881836,0.16537938947393574,16.103914635290128,16.98129316170886,0.16103914635290129,0.16981293161708855,16.51581707240807,0.16515817072408068,17.510000228881836,0.17510000228881836,14.09000015258789,0.1409000015258789,20.6299991607666,0.206299991607666,-0.9941831564737686,-1.4532346566392995,-0.5351316563082377,-0.701595010546716,-1.0948881270953053,-0.308301893998127,-1.2687262879065653,-1.8144990216058836,-0.7229535542072469,0.16537938947393574,0.16981293161708855,0.16103914635290129,0.16103914635290129,0.16981293161708855,0.13402898543412603,0.13784508832897857,0.13030256076804486,0.13030256076804486,0.13784508832897857,0.19390109401365835,0.19916414983031272,0.18874433926670817,0.18874433926670817,0.19916414983031272,16.537938947393574,13.402898543412602,19.390109401365834,0.9720612814882624,0.5287070671729788,1.4060855935917078,0.6871016091752863,0.3054913196900322,1.0597440757834031,1.239889759400767,0.7135841777353297,1.755565234095785,0.16515817072408068,0.16515817072408068,0.13388405142041174,0.13388405142041174,0.19361272872860036,0.19361272872860036,FALSE,FALSE,FALSE,0.17510000228881836,0.16537938947393574,0.16515817072408068,0.04673659865219717,0.04425686072291326,-0.00247973792928391,0.04673659865219717,0.04425686072291326,0.04420027745132256,-0.00253632120087461,152208.0001220703,343217.9995269775,0.6450549999999999,20737.809,29310273,392084324568.0243,-851.0906914399953,851.0906914399953,462.3622273976389,1232.5333336662052,-870.5110887220471,870.5110887220471,851.0906914399953,851.0906914399953,2.9037282984023904,-2846265.8715204,2846265.8715204,1546258.0443635797,4121908.0391889345,-2911212.668085345,2911212.668085345,2846265.8715204,2846265.8715204,0.0971081324121546,7.259320746005977e-4,7.424965716986389e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,0.9720612814882624,0.9720612814882624,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,SEN,Senegal,96,SEN,Senegal,Sub-Saharan Africa,4. Lower middle income,Middle income,WAF,West Africa,40.099998474121094,36.433033511016305,-3.666964963104789,40.099998474121094,36.433033511016305,0.9085544862184648,38.56695322097047,42.510126817180456,38.622766429465166,0.05581320849469166,-3.887360387715293,-1.006192825549795,0.01517288995883842,-2.476594723552639,-0.02476594723552639,-3.620131018395182,-1.3330584287100962,2.333347122424784,2.333347122424784,1.291228110293008,3.3166628801131193,16.809999465942383,14.476652343517598,0.16809999465942382,0.144766523435176,13.493336585829264,15.518771355649374,0.13493336585829263,0.15518771355649374,14.333404742389744,0.14333404742389744,16.809999465942383,0.16809999465942382,11.06999969482422,0.1106999969482422,21.799999237060547,0.21799999237060547,-2.476594723552639,-3.620131018395182,-1.3330584287100962,-1.7477327893521808,-2.727459362782122,-0.7680062159222392,-3.16050499327166,-4.5200712499891615,-1.800938736554159,0.144766523435176,0.15518771355649374,0.13493336585829263,0.13493336585829263,0.15518771355649374,0.09439254483967106,0.10324997444311616,0.08622190237941854,0.08622190237941854,0.10324997444311616,0.1880466701684299,0.2005273781265789,0.17617158055691282,0.17617158055691282,0.2005273781265789,14.476652343517598,9.439254483967106,18.80466701684299,2.333347122424784,1.291228110293008,3.3166628801131193,1.6307452108571123,0.7450022505126039,2.4478094568823647,2.9953322202175556,1.74726142440266,4.182841181369265,0.14333404742389744,0.14333404742389744,0.09322266905472038,0.09322266905472038,0.18639494243788887,0.18639494243788887,FALSE,FALSE,FALSE,0.16809999465942382,0.144766523435176,0.14333404742389744,0.04495218894270328,0.03895557680361337,-0.00599661213908991,0.04495218894270328,0.03895557680361337,0.03858498163421676,-0.00636720730848652,81011.00006103516,149903.0000305176,0.693113,14194.199,14668522,144311616265.5818,-898.9101496689973,898.9101496689973,496.0480340431196,1281.117433303907,-954.4634773583668,954.4634773583668,898.9101496689973,898.9101496689973,6.1281576267124755,-2210910.829602823,2210910.829602823,1220052.939521223,3150967.2110472433,-2347546.7924453034,2347546.7924453034,2210910.829602823,2210910.829602823,0.15072485350622394,0.00153203940667811,0.00162672060170473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,2.333347122424784,2.333347122424784,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,CMR,Cameroon,142,CMR,Cameroon,Sub-Saharan Africa,4. Lower middle income,Middle income,WAF,West Africa,45.79999923706055,44.083242576064606,-1.7167566609959408,45.79999923706055,44.083242576064606,0.9625162294848518,30.145767704815164,32.51040426750653,31.29179173458862,1.1460240297734583,-1.2186125329179032,-0.40084229447838354,0.39147213490124944,-0.9866139831989584,-0.00986613983198958,-1.4421705133238194,-0.5310574530740974,0.9672026402563928,0.9672026402563928,0.52542579584317906,1.4007562084259129,19.100000381469727,18.132797741213334,0.19100000381469728,0.18132797741213333,17.699244173043812,18.574574585626547,0.17699244173043813,0.1857457458562655,18.11338639827077,0.18113386398270767,19.100000381469727,0.19100000381469728,16.469999313354492,0.16469999313354491,21.610000610351563,0.2161000061035156,-0.9866139831989584,-1.4421705133238194,-0.5310574530740974,-0.6962534452938848,-1.0865522405973775,-0.3059546499903922,-1.25906689159821,-1.800684406650806,-0.717449376545614,0.18132797741213333,0.1857457458562655,0.17699244173043813,0.17699244173043813,0.1857457458562655,0.15785507336122462,0.16166321653802196,0.15412014356005618,0.15412014356005618,0.16166321653802196,0.2037750761886667,0.20901179890078103,0.1986366092114221,0.1986366092114221,0.20901179890078103,18.132797741213334,15.785507336122462,20.37750761886667,0.9672026402563928,0.52542579584317906,1.4007562084259129,0.6844919772320296,0.30367765955229553,1.057984957348873,1.232492991484893,0.7088207202734564,1.7463396892093557,0.18113386398270767,0.18113386398270767,0.15773745868060607,0.15773745868060607,0.20350933718753353,0.20350933718753353,FALSE,FALSE,FALSE,0.19100000381469728,0.18132797741213333,0.18113386398270767,0.05076508430524763,0.04831860928152903,-0.00244647502371859,0.05076508430524763,0.04831860928152903,0.04826938048343372,-0.00249570382181391,136124,261928.0001220703,0.6766209999999999,13207.22,24994885,223361351006.00543,-640.8003103112056,640.8003103112056,347.70078983721527,929.115753400355,-653.6947109447253,653.6947109447253,640.8003103112056,640.8003103112056,2.563725779539316,-1431593.1343170654,1431593.1343170654,776788.1124867705,2075710.1895094323,-1460400.1356887023,1460400.1356887023,1431593.1343170654,1431593.1343170654,0.05727544392851039,6.409314448848291e-4,6.538284842526034e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,0.9672026402563928,0.9672026402563928,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,BWA,Botswana,104,BWA,Botswana,Sub-Saharan Africa,3. Upper middle income,Middle income,SAF,Southern Africa (ex RSA),11.300000190734863,10.3648229875998,-0.935177203135062,11.300000190734863,10.3648229875998,0.917240956871679,8.04616168983864,8.34651863118974,7.655768735819773,-0.3903929540188655,-0.6907498953699673,-0.9063572740048432,-0.5218301165010844,-2.2308642890863695,-0.02230864289086369,-3.2609376632954894,-1.200790914877249,2.153078292111754,2.153078292111754,1.1782729171043949,3.0946936565391296,22.670000076293945,20.51692178418219,0.22670000076293945,0.2051692178418219,19.575306419754813,21.49172715918955,0.19575306419754815,0.2149172715918955,20.439135787207576,0.20439135787207577,22.670000076293945,0.22670000076293945,17.540000915527344,0.17540000915527343,27.290000915527344,0.27290000915527346,-2.2308642890863695,-3.2609376632954894,-1.200790914877249,-1.5743208323718367,-2.4568378647099123,-0.6918038000337615,-2.846916234584735,-4.071584841811314,-1.6222476273581563,0.2051692178418219,0.2149172715918955,0.19575306419754815,0.19575306419754815,0.2149172715918955,0.16020854238762974,0.16858901683257085,0.15216841114016938,0.15216841114016938,0.16858901683257085,0.2453749047515676,0.25698194548116554,0.23412692310693708,0.23412692310693708,0.25698194548116554,20.51692178418219,16.020854238762976,24.53749047515676,2.153078292111754,1.1782729171043949,3.0946936565391296,1.5191466767643689,0.6810992322702603,2.323159801510405,2.752510440370587,1.5918063674107918,3.8773086048336376,0.20439135787207577,0.20439135787207577,0.15965680083155506,0.15965680083155506,0.24443084680942612,0.24443084680942612,FALSE,FALSE,FALSE,0.22670000076293945,0.2051692178418219,0.20439135787207577,0.05968728979391399,0.05432646770718438,-0.00536082208672961,0.05968728979391399,0.05432646770718438,0.05413164867476424,-0.00555564111914975,11459,23888,0.616592,55903.102,2214858,76344838456.89406,-128.05931800779712,128.05931800779712,69.90008641143741,184.524144824408,-132.71315505424928,132.71315505424928,128.05931800779712,128.05931800779712,5.7818297158462135,-1103532.139103872,1103532.139103872,602353.6051977287,1590109.3916648328,-1143635.8881383585,1143635.8881383585,1103532.139103872,1103532.139103872,0.49824058206163646,0.00144545742896155,0.0014979871740564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,2.153078292111754,2.153078292111754,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,ZWE,Zimbabwe,105,ZWE,Zimbabwe,Sub-Saharan Africa,5. Low income,Low income,SAF,Southern Africa (ex RSA),12.699999809265137,11.999770261884892,-0.7002295473802445,12.699999809265137,11.999770261884892,0.9448638143388476,9.240395585368468,9.632442059149774,9.101345945406198,-0.13904963996227038,-0.5310961137435763,-0.5950515863119682,-0.15908466821956055,-1.4646314120721358,-0.01464631412072135,-2.140906445020769,-0.7883563791235026,1.4172330691247264,1.4172330691247264,0.7745754665025778,2.040012667130464,17.649999618530273,16.232766549405547,0.17649999618530274,0.16232766549405547,15.60998695139981,16.875424152027698,0.1560998695139981,0.16875424152027696,16.18536820645814,0.1618536820645814,17.649999618530273,0.17649999618530274,13.1899995803833,0.13189999580383302,21.15999984741211,0.2115999984741211,-1.4646314120721358,-2.140906445020769,-0.7883563791235026,-1.0335903241858173,-1.6129900544044509,-0.45419059396718386,-1.8690885703399664,-2.6731213930883504,-1.065055747591583,0.16232766549405547,0.16875424152027696,0.1560998695139981,0.1560998695139981,0.16875424152027696,0.12190305475268272,0.12742403131656627,0.11658932666217324,0.11658932666217324,0.12742403131656627,0.1935124721720714,0.2011454821775116,0.18610163913954172,0.18610163913954172,0.2011454821775116,16.232766549405547,12.190305475268271,19.351247217207145,1.4172330691247264,0.7745754665025778,2.040012667130464,0.9996941051150288,0.44759644872667537,1.531066914165978,1.8087526302049683,1.0454516296609484,2.549835933457936,0.1618536820645814,0.1618536820645814,0.12156409256197484,0.12156409256197484,0.19290911277072145,0.19290911277072145,FALSE,FALSE,FALSE,0.17649999618530274,0.16232766549405547,0.1618536820645814,0.04709267879608276,0.04347569985657297,-0.00361697893950978,0.04709267879608276,0.04347569985657297,0.04335425801602285,-0.0037384207800599,97266,148273.9997558594,0.823026,9706.3174,13805084,110282625661.69849,-536.303934393823,536.303934393823,292.6082546791153,773.2635963550465,-554.310601829902,554.310601829902,536.303934393823,536.303934393823,3.8848292005599028,-1071072.9112124578,1071072.9112124578,584379.0341351745,1544314.031965367,-1107034.7091317568,1107034.7091317568,1071072.9112124578,1071072.9112124578,0.0775853961636494,9.712073001399756e-4,0.00100381606122407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,1.4172330691247264,1.4172330691247264,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,MLI,Mali,95,MLI,Mali,Sub-Saharan Africa,5. Low income,Low income,WAF,West Africa,37.70000076293945,35.72174200959747,-1.9782587533419829,37.70000076293945,35.72174200959747,0.9475262940767182,29.291225594501377,32.52701338197432,30.82020044720595,1.5289748527045697,-1.7068129347683727,-0.5655281683112496,0.5338603952805815,-1.391963888129231,-0.01391963888129231,-2.0346856108431366,-0.7492421654153255,1.373631004039133,1.373631004039133,0.7439645917710236,1.9952729199834207,30.299999237060547,28.926368233021417,0.3029999923706055,0.28926368233021416,28.30472631707713,29.556034645289525,0.2830472631707713,0.29556034645289525,28.90803534893131,0.28908035348931316,30.299999237060547,0.3029999923706055,26.299999237060547,0.26299999237060545,34.279998779296875,0.3427999877929688,-1.391963888129231,-2.0346856108431366,-0.7492421654153255,-0.9823088556806012,-1.5329617329906196,-0.43165597837058295,-1.7763539496585554,-2.540494773699027,-1.0122131256180842,0.28926368233021416,0.29556034645289525,0.2830472631707713,0.2830472631707713,0.29556034645289525,0.2532955393208775,0.2587062719552012,0.24796011719335095,0.24796011719335095,0.2587062719552012,0.32526290380520834,0.3327505258875798,0.3178635056328972,0.3178635056328972,0.3327505258875798,28.926368233021417,25.32955393208775,32.526290380520834,1.373631004039133,0.7439645917710236,1.9952729199834207,0.9704453049727946,0.42937204154042674,1.5039875177254496,1.7537083987760438,1.0049461905388968,2.4936482160071547,0.28908035348931316,0.28908035348931316,0.2531769038137994,0.2531769038137994,0.32503644829638323,0.32503644829638323,FALSE,FALSE,FALSE,0.3029999923706055,0.28926368233021416,0.28908035348931316,0.07820507911842632,0.07492534066878442,-0.00327973844964189,0.07820507911842632,0.07492534066878442,0.07488141048539658,-0.00332366863302974,103661,214646.0001220703,0.609814,7793.4658,17885245,85000781415.18062,-703.9827396621935,703.9827396621935,380.6593042726712,1024.2219804043343,-713.4121778110232,713.4121778110232,703.9827396621935,703.9827396621935,3.936109008639208,-836430.8536741615,836430.8536741615,452276.97909835813,1216920.269710762,-847634.3570502215,847634.3570502215,836430.8536741615,836430.8536741615,0.04676653038156097,9.84027252159802e-4,9.972077231972826e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,1.373631004039133,1.373631004039133,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,TCD,Chad,111,TCD,Chad,Sub-Saharan Africa,5. Low income,Low income,EAF,Eastern Africa,37.900001525878906,36.5088287678107,-1.3911727580682085,37.900001525878906,36.5088287678107,0.96329359625175,40.19969189858265,42.38934252882285,40.83338220733701,0.6336903087543534,-1.5559603214858375,-0.3923719065160777,0.16410216496494803,-0.9657653768471608,-0.00965765376847161,-1.4116953266383752,-0.5198354270559467,0.945789806108216,0.945789806108216,0.514036801327547,1.3691010933213814,18.110000610351563,17.164210804243346,0.1811000061035156,0.17164210804243346,16.74089951703018,17.595963809024013,0.1674089951703018,0.17595963809024015,17.1442352335044,0.171442352335044,18.110000610351563,0.1811000061035156,16.75,0.1675,19.420000076293945,0.19420000076293945,-0.9657653768471608,-1.4116953266383752,-0.5198354270559467,-0.6815405846926705,-1.0635917916977695,-0.2994893776875716,-1.2324609540780451,-1.7626332934521478,-0.7022886147039428,0.17164210804243346,0.17595963809024015,0.1674089951703018,0.1674089951703018,0.17595963809024015,0.16079489460856447,0.16452645534049393,0.1571320503667638,0.1571320503667638,0.16452645534049393,0.1821713109505442,0.18727333777937993,0.17717798019119751,0.17717798019119751,0.18727333777937993,17.164210804243346,16.079489460856447,18.21713109505442,0.945789806108216,0.514036801327547,1.3691010933213814,0.670510539143554,0.2973544659506083,1.03679496332362,1.2028689812395243,0.6926662983559512,1.7022020571741932,0.171442352335044,0.171442352335044,0.16068459415307332,0.16068459415307332,0.18187539122215896,0.18187539122215896,FALSE,FALSE,FALSE,0.1811000061035156,0.17164210804243346,0.171442352335044,0.048260793318893,0.04585596232093888,-0.00240483099795412,0.048260793318893,0.04585596232093888,0.04580503998856885,-0.00245575333032415,103519.9999389648,242311,0.6546970000000001,8425.3594,12075985,66611827908.114494,-582.7170039452621,582.7170039452621,316.34182566400005,844.4812469919868,-595.0560452241763,595.0560452241763,582.7170039452621,582.7170039452621,4.825420070870096,-803575.1283629012,803575.1283629012,436239.9268314164,1164551.7838971345,-820590.8437315057,820590.8437315057,803575.1283629012,803575.1283629012,0.06654323671012354,0.00120635501771752,0.00123189960327082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,0.945789806108216,0.945789806108216,NA,NA
GFDL-ESM4,r1i1p1f1,RCP45,SSP2-4.5,country,GIN,Guinea,81,GIN,Guinea,Sub-Saharan Africa,5. Low income,Low income,WAF,West Africa,31.5,30.55180145684935,-0.948198543150646,31.5,30.55180145684935,0.9698984589475984,25.92903062338483,28.07558528129756,27.23046689838238,1.301436274997556,-0.8451183829151739,-0.320678174401399,0.5138300926909888,-0.7893018659192323,-0.00789301865919232,-1.1537520210785814,-0.42485171075988326,0.7744954514931068,0.7744954514931068,0.42055208892500806,1.1221901250984407,16.729999542236328,15.955504090743222,0.1672999954223633,0.15955504090743222,15.607809417137888,16.30944745331132,0.15607809417137888,0.1630944745331132,15.940697676317098,0.15940697676317098,16.729999542236328,0.1672999954223633,13.8100004196167,0.138100004196167,19.329999923706055,0.19329999923706057,-0.7893018659192323,-1.1537520210785814,-0.42485171075988326,-0.5570102926590444,-0.8692535535950208,-0.24476703172306824,-1.0072671417380374,-1.4405670163855098,-0.5739672670905653,0.15955504090743222,0.1630944745331132,0.15607809417137888,0.15607809417137888,0.1630944745331132,0.13262364617088487,0.13567049991506097,0.1296349552218274,0.1296349552218274,0.13567049991506097,0.18342637088071229,0.1876250321991645,0.17930092941979434,0.17930092941979434,0.1876250321991645,15.955504090743222,13.262364617088489,18.34263708807123,0.7744954514931068,0.42055208892500806,1.1221901250984407,0.5476358025282124,0.24295042811060263,0.8465048974339584,0.9873628356348252,0.567496703789605,1.39990698172662,0.15940697676317098,0.15940697676317098,0.13252990126957656,0.13252990126957656,0.18322732781968015,0.18322732781968015,FALSE,FALSE,FALSE,0.1672999954223633,0.15955504090743222,0.15940697676317098,0.04474783136323724,0.04276487315030937,-0.00198295821292786,0.04474783136323724,0.04276487315030937,0.04272688375139778,-0.00202094761183946,74585.00006103516,142513.9998779297,0.7038209999999999,13056.118,12413867,114073134554.0499,-282.5993065151421,282.5993065151421,153.30637418952813,409.8487130459549,-288.01332770699156,288.01332770699156,282.5993065151421,282.5993065151421,2.276480862209512,-649213.2692613631,649213.2692613631,352189.5846579387,941542.3773691028,-661650.8595766195,661650.8595766195,649213.2692613631,649213.2692613631,0.05229742426444259,5.691202155523781e-4,5.800233877706915e-4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1995-2014,2015-2024,2040-2059,LandScan2010_point_weight,0.7744954514931068,0.7744954514931068,NA,NA
